0.85351,3.3559,15.59
0.85847,3.9347,15.508
0.86278,4.4157,15.442
0.86665,4.8309,15.388
0.87022,5.1974,15.341
0.87356,5.5253,15.301
0.87672,5.8213,15.265
0.87973,6.0902,15.233
0.88262,6.3356,15.205
0.88541,6.5603,15.179
0.88811,6.7664,15.156
0.89073,6.9557,15.135
0.8933,7.1294,15.116
0.8958,7.2888,15.099
0.8983,7.4371,15.083
0.9008,7.5597,15.07
0.9033,7.6399,15.062
0.9058,7.7092,15.055
0.9083,7.7676,15.049
0.9108,7.8151,15.044
0.9133,7.8516,15.04
0.9158,7.8771,15.037
0.9183,7.8918,15.036
0.9208,7.8955,15.035
0.9233,7.8884,15.036
0.9258,7.8704,15.038
0.9283,7.8418,15.041
0.9308,7.8025,15.045
0.9333,7.7527,15.05
0.9358,7.6925,15.056
0.9383,7.622,15.064
0.9408,7.5414,15.072
0.9433,7.4507,15.082
0.9458,7.3503,15.092
0.94834,7.2383,15.104
0.95093,7.1294,15.116
0.95357,7.0355,15.126
0.95624,6.9296,15.138
0.95897,6.8112,15.151
0.96176,6.6794,15.165
0.96461,6.5336,15.182
0.96755,6.3727,15.2
0.97056,6.1955,15.22
0.97369,6.0004,15.243
0.97693,5.786,15.268
0.98031,5.5496,15.297
0.98385,5.2884,15.329
0.98761,4.9983,15.366
0.99161,4.6744,15.407
0.99593,4.3095,15.456
1.0007,3.8825,15.514
1.006,3.3196,15.594
1.0124,2.6282,15.698
1.0206,1.71,15.846
1.0329,0.30769,16.095
1.0515,1.7605,15.837
1.0624,2.8394,15.665
1.0694,3.4923,15.569
1.0752,4.0022,15.497
1.0802,4.4262,15.44
1.0849,4.7911,15.392
1.0891,5.1104,15.351
1.0931,5.3931,15.316
1.0969,5.6454,15.285
1.1006,5.8585,15.259
1.1041,5.9853,15.244
1.1076,6.0954,15.231
1.111,6.1898,15.22
1.1144,6.2693,15.211
1.1177,6.3344,15.203
1.121,6.3855,15.197
1.1243,6.423,15.193
1.1276,6.447,15.19
1.1309,6.4578,15.189
1.1342,6.4553,15.189
1.1375,6.4396,15.191
1.1409,6.4106,15.194
1.1443,6.3679,15.199
1.1477,6.3114,15.206
1.1511,6.2514,15.213
1.1546,6.2002,15.219
1.1581,6.1346,15.226
1.1617,6.054,15.236
1.1654,5.9578,15.247
1.1691,5.8454,15.26
1.1729,5.7154,15.276
1.1769,5.5667,15.294
1.1809,5.3978,15.314
1.1852,5.2066,15.338
1.1896,4.9906,15.365
1.1942,4.746,15.397
1.1991,4.4686,15.433
1.2044,4.133,15.478
1.2102,3.7414,15.532
1.2167,3.2798,15.599
1.2243,2.7184,15.683
1.2337,1.9924,15.797
1.2471,0.92257,15.98
1.2672,0.67083,16.026
1.2971,2.8743,15.658
1.3056,3.3722,15.585
1.313,3.743,15.532
1.3197,4.0503,15.489
1.3259,4.3088,15.454
1.3318,4.5279,15.424
1.3375,4.7131,15.4
1.3429,4.8689,15.38
1.3482,4.9982,15.363
1.3534,5.1544,15.343
1.3585,5.3112,15.324
1.3635,5.4437,15.307
1.3683,5.5535,15.294
1.3731,5.642,15.283
1.3778,5.7103,15.275
1.3825,5.7591,15.269
1.3872,5.7888,15.265
1.3919,5.7998,15.264
1.3966,5.7921,15.265
1.4013,5.7503,15.27
1.4061,5.6481,15.282
1.411,5.5244,15.297
1.416,5.3778,15.315
1.4212,5.2061,15.337
1.4266,5.0066,15.362
1.4323,4.7763,15.391
1.4383,4.5103,15.426
1.4447,4.2022,15.467
1.4517,3.8536,15.515
1.4594,3.4792,15.568
1.468,3.0274,15.634
1.4781,2.465,15.72
1.4909,1.7148,15.841
1.51,0.49845,16.056
1.5387,1.3845,15.897
1.5605,2.6182,15.696
1.5726,3.1778,15.611
1.5828,3.5995,15.55
1.5919,3.936,15.503
1.6004,4.2133,15.465
1.6083,4.487,15.428
1.6159,4.7141,15.398
1.6231,4.9017,15.374
1.6301,5.0547,15.354
1.6369,5.176,15.339
1.6436,5.268,15.328
1.6502,5.334,15.319
1.6568,5.42,15.309
1.6633,5.479,15.301
1.6698,5.512,15.297
1.6763,5.5196,15.296
1.6828,5.5018,15.299
1.6894,5.4585,15.304
1.696,5.3887,15.312
1.7029,5.3083,15.322
1.7098,5.223,15.333
1.717,5.1087,15.347
1.7244,4.9631,15.366
1.7321,4.7834,15.389
1.7401,4.5654,15.417
1.7486,4.3037,15.452
1.7578,3.9541,15.5
1.768,3.5252,15.56
1.7797,2.9949,15.638
1.7939,2.3076,15.743
1.8132,1.5343,15.87
1.8422,0.46514,16.06
1.8836,1.739,15.836
1.9059,2.9248,15.648
1.92,3.6778,15.538
1.9316,4.2374,15.46
1.9419,4.6854,15.401
1.9513,5.017,15.358
1.9602,5.0722,15.351
1.9691,5.0902,15.349
1.978,5.0714,15.351
1.987,5.0156,15.358
1.9962,4.9214,15.37
2.0056,4.9041,15.372
2.0152,4.9275,15.369
2.0248,4.9113,15.371
2.0345,4.8549,15.378
2.0445,4.7567,15.391
2.0548,4.4721,15.428
2.0659,3.9508,15.499
2.0785,3.3115,15.59
2.0937,2.493,15.713
2.1141,1.4964,15.876
2.1447,0.037956,16.141
2.1906,1.403,15.891
2.2297,1.9526,15.799
